index	original	background	difference
666	863	254	609
667	868	259	609
668	866	262	604
669	843	253	590
670	852	252	600
671	835	251	584
672	881	255	626
673	871	255	616
674	838	250	588
675	883	247	636
676	904	244	660
677	895	236	659
678	903	238	665
679	891	248	643
680	908	255	653
681	900	252	648
682	913	254	659
683	924	257	667
684	913	251	662
685	889	249	640
686	868	248	620
687	888	252	636
688	922	254	668
689	912	256	656
690	923	252	671
691	908	256	652
692	932	257	675
693	947	249	698
694	960	259	701
695	965	255	710
696	951	256	695
697	975	260	715
698	979	260	719
699	1000	258	742
700	974	260	714
701	948	253	695
702	940	244	696
703	930	255	675
704	951	265	686
705	986	262	724
706	976	259	717
707	998	255	743
708	978	254	724
709	969	251	718
710	955	252	703
711	982	251	731
712	973	257	716
713	1012	259	753
714	1037	240	797
715	1012	242	770
716	977	244	733
717	987	249	738
718	985	258	727
719	991	246	745
720	991	245	746
721	1004	253	751
722	1022	255	767
723	1020	251	769
724	1022	255	767
725	1042	262	780
726	1032	254	778
727	1032	241	791
728	1047	248	799
729	1054	266	788
730	1087	260	827
731	1034	248	786
732	1038	253	785
733	1042	254	788
734	1046	260	786
735	1049	246	803
736	1048	236	812
737	1030	246	784
738	1048	261	787
739	1064	260	804
740	1056	263	793
741	1023	252	771
742	1062	249	813
743	1058	253	805
744	1028	263	765
745	1042	262	780
746	1040	258	782
747	1068	258	810
748	1039	264	775
749	1021	267	754
750	1051	263	788
751	1058	257	801
752	1054	246	808
753	1040	247	793
754	1027	252	775
755	1050	251	799
756	1071	255	816
757	1055	259	796
758	1060	258	802
759	1063	250	813
760	1059	243	816
761	1059	253	806
762	1059	254	805
763	1046	263	783
764	1052	251	801
765	1033	254	779
766	1042	260	782
767	1069	261	808
768	1068	263	805
769	1062	257	805
770	1059	253	806
771	1052	254	798
772	1041	253	788
773	1039	254	785
774	1037	258	779
775	1070	260	810
776	1045	263	782
777	1012	253	759
778	1033	247	786
779	1011	250	761
780	1020	252	768
781	1021	249	772
782	1007	259	748
783	1008	258	750
784	1022	260	762
785	1010	248	762
786	1012	239	773
787	1004	249	755
788	1005	263	742
789	1018	250	768
790	1018	250	768
791	1014	252	762
792	998	241	757
793	999	242	757
794	980	247	733
795	932	249	683
796	940	262	678
797	991	259	732
798	1005	252	753
799	985	257	728
800	1000	256	744
801	989	262	727
802	948	268	680
803	945	264	681
804	959	263	696
805	956	251	705
806	919	245	674
807	947	247	700
808	940	258	682
809	955	255	700
810	976	249	727
811	963	260	703
812	928	256	672
813	904	252	652
814	943	262	681
815	932	262	670
816	907	255	652
817	956	259	697
818	950	266	684
819	944	263	681
820	934	256	678
821	919	252	667
822	939	255	684
823	967	264	703
824	952	264	688
825	890	245	645
826	889	250	639
827	903	246	657
828	911	251	660
829	915	259	656
830	902	258	644
831	912	256	656
832	888	252	636
833	893	247	646
834	912	248	664
835	921	260	661
836	900	254	646
837	896	248	648
838	878	254	624
839	894	256	638
840	909	254	655
841	920	253	667
842	918	258	660
843	903	252	651
844	900	249	651
845	893	245	648
846	869	247	622
847	864	252	612
848	868	253	615
849	874	250	624
850	823	264	559
851	832	260	572
852	858	249	609
853	822	247	575
854	851	263	588
855	846	251	595
856	856	262	594
857	862	262	600
858	857	254	603
859	838	250	588
860	809	255	554
861	824	251	573
862	809	244	565
863	827	250	577
864	840	265	575
865	836	260	576
866	834	257	577
867	819	255	564
868	842	253	589
869	855	256	599
870	875	249	626
871	860	250	610
872	855	263	592
873	840	260	580
874	844	254	590
875	848	250	598
876	851	250	601
877	873	247	626
878	879	243	636
879	859	253	606
880	864	261	603
881	846	265	581
882	830	262	568
883	841	255	586
884	850	257	593
885	812	259	553
886	816	258	558
887	825	248	577
888	833	241	592
889	837	246	591
890	836	261	575
891	860	266	594
892	845	259	586
893	838	246	592
894	826	247	579
895	831	247	584
896	855	254	601
897	827	250	577
898	820	255	565
899	825	243	582
900	819	238	581
901	822	240	582
902	838	247	591
903	837	250	587
904	821	245	576
905	810	243	567
906	825	252	573
907	856	259	597
908	837	255	582
909	822	255	567
910	789	259	530
911	793	243	550
912	790	248	542
913	785	255	530
914	807	257	550
915	799	253	546
916	800	248	552
917	799	251	548
918	817	258	559
