index	original	background	difference
787	276	281	-5
788	265	261	4
789	282	268	14
790	277	272	5
791	261	281	-20
792	263	283	-20
793	264	281	-17
794	280	272	8
795	276	272	4
796	282	275	7
797	289	283	6
798	272	280	-8
799	269	271	-2
800	304	262	42
801	308	269	39
802	302	272	30
803	272	279	-7
804	280	272	8
805	278	269	9
806	281	264	17
807	289	262	27
808	282	266	16
809	273	276	-3
810	273	270	3
811	269	259	10
812	251	265	-14
813	252	283	-31
814	257	278	-21
815	274	272	2
816	274	269	5
817	268	272	-4
818	285	264	21
819	271	267	4
820	268	272	-4
821	278	272	6
822	292	271	21
823	291	270	21
824	285	269	16
825	270	282	-12
826	259	281	-22
827	265	278	-13
828	281	264	17
829	295	269	26
830	278	266	12
831	279	266	13
832	282	268	14
833	265	277	-12
834	278	277	1
835	285	279	6
836	285	269	16
837	272	273	-1
838	262	273	-11
839	275	271	4
840	296	259	37
841	284	262	22
842	268	268	0
843	271	274	-3
844	255	262	-7
845	261	266	-5
846	278	271	7
847	263	272	-9
848	261	268	-7
849	267	263	4
850	275	263	12
851	256	274	-18
852	249	274	-25
853	269	272	-3
854	278	267	11
855	293	268	25
856	276	270	6
857	266	264	2
858	277	269	8
859	265	275	-10
860	284	267	17
861	267	278	-11
862	260	272	-12
863	278	273	5
864	277	272	5
865	264	278	-14
866	291	274	17
867	275	272	3
868	276	272	4
869	272	272	0
870	261	264	-3
871	265	266	-1
872	278	264	14
873	285	274	11
874	268	268	0
875	254	273	-19
876	273	271	2
877	275	278	-3
878	270	265	5
879	287	264	23
880	284	255	29
881	265	268	-3
882	284	270	14
883	279	276	3
884	273	278	-5
885	284	274	10
886	300	263	37
887	282	264	18
888	272	265	7
889	262	273	-11
890	260	271	-11
891	257	266	-9
892	275	264	11
893	271	272	-1
894	273	270	3
895	254	278	-24
896	249	271	-22
897	268	274	-6
898	269	265	4
899	241	272	-31
900	261	270	-9
901	288	262	26
902	312	273	39
903	290	283	7
904	288	269	19
905	288	279	9
906	276	276	0
907	270	280	-10
908	283	274	9
909	274	277	-3
910	274	274	0
911	261	272	-11
912	264	262	2
913	277	269	8
914	262	273	-11
915	253	268	-15
916	247	262	-15
917	245	274	-29
918	262	269	-7
919	261	265	-4
920	273	263	10
921	274	274	0
922	266	271	-5
923	240	279	-39
924	261	271	-10
925	277	265	12
926	287	269	18
927	273	264	9
928	271	265	6
929	266	279	-13
930	278	266	12
931	286	267	19
932	267	276	-9
933	268	277	-9
934	301	271	30
935	290	275	15
936	258	269	-11
937	270	273	-3
938	277	266	11
939	285	272	13
940	282	269	13
941	260	272	-12
942	264	267	-3
943	286	269	17
944	281	273	8
945	256	280	-24
946	267	264	3
947	282	277	5
948	282	274	8
949	268	273	-5
950	283	271	12
951	296	271	25
952	270	261	9
953	254	272	-18
954	284	273	11
955	280	276	4
956	270	273	-3
957	266	272	-6
958	285	277	8
959	279	280	-1
960	247	276	-29
961	265	275	-10
962	272	268	4
963	262	281	-19
964	266	271	-5
965	241	267	-26
966	263	267	-4
967	274	273	1
968	277	263	14
969	283	269	14
970	270	270	0
971	276	276	0
972	277	282	-5
973	294	281	13
974	283	278	5
975	259	276	-17
976	280	271	9
977	273	272	1
978	278	273	5
979	280	282	-2
980	279	271	8
981	279	271	8
982	286	280	6
983	273	284	-11
984	294	272	22
985	281	276	5
986	282	271	11
987	264	268	-4
988	265	257	8
989	281	262	19
990	277	263	14
991	278	276	2
992	292	270	22
993	278	274	4
994	275	280	-5
995	262	271	-9
996	285	260	25
997	280	272	8
998	296	265	31
999	291	269	22
1000	280	273	7
1001	264	274	-10
1002	273	271	2
1003	274	274	0
1004	278	270	8
1005	287	273	14
1006	305	271	34
1007	304	269	35
1008	294	274	20
1009	272	282	-10
1010	281	279	2
1011	281	279	2
1012	282	276	6
1013	287	278	9
1014	294	274	20
1015	280	269	11
1016	265	276	-11
1017	273	276	-3
1018	279	268	11
1019	283	271	12
1020	276	279	-3
1021	265	279	-14
1022	276	267	9
1023	270	278	-8
1024	278	285	-7
1025	264	280	-16
1026	280	264	16
1027	295	268	27
1028	271	270	1
1029	282	277	5
1030	289	276	13
1031	259	274	-15
1032	261	264	-3
1033	274	273	1
1034	282	270	12
1035	252	266	-14
1036	270	264	6
1037	278	268	10
1038	278	274	4
1039	279	280	-1
1040	273	274	-1
1041	275	272	3
1042	286	261	25
1043	289	263	26
1044	282	262	20
1045	279	271	8
1046	271	263	8
1047	271	275	-4
1048	279	273	6
1049	265	275	-10
1050	294	274	20
1051	290	273	17
1052	295	274	21
1053	268	276	-8
1054	255	273	-18
1055	249	276	-27
1056	283	269	14
1057	299	271	28
1058	299	267	32
1059	297	269	28
1060	300	276	24
1061	285	280	5
1062	310	273	37
1063	316	278	38
1064	291	274	17
1065	268	276	-8
1066	297	267	30
1067	302	286	16
1068	300	275	25
1069	285	267	18
1070	284	263	21
1071	294	265	29
1072	266	268	-2
1073	255	279	-24
1074	259	276	-17
1075	261	270	-9
1076	261	268	-7
1077	255	269	-14
1078	275	272	3
1079	278	271	7
1080	295	268	27
1081	266	267	-1
1082	256	264	-8
1083	275	271	4
1084	292	265	27
1085	281	277	4
1086	275	275	0
1087	266	271	-5
1088	269	267	2
1089	278	275	3
1090	280	278	2
1091	277	283	-6
1092	268	271	-3
1093	263	271	-8
1094	282	275	7
1095	286	279	7
1096	300	269	31
1097	303	273	30
1098	293	272	21
1099	287	276	11
1100	268	274	-6
1101	271	272	-1
1102	281	273	8
1103	276	273	3
1104	288	267	21
1105	296	272	24
1106	293	280	13
1107	265	273	-8
1108	265	260	5
1109	278	270	8
1110	273	273	0
1111	279	274	5
1112	286	260	26
1113	255	265	-10
1114	265	269	-4
1115	275	283	-8
1116	282	279	3
1117	268	278	-10
1118	273	273	0
1119	279	271	8
1120	278	275	3
1121	265	267	-2
1122	274	269	5
1123	264	277	-13
1124	256	277	-21
1125	264	277	-13
1126	289	264	25
1127	266	272	-6
1128	269	282	-13
1129	281	272	9
1130	267	264	3
1131	272	276	-4
1132	268	272	-4
1133	263	273	-10
1134	277	279	-2
1135	288	275	13
1136	271	273	-2
1137	264	282	-18
1138	306	271	35
1139	309	269	40
1140	284	274	10
1141	294	275	19
1142	276	273	3
1143	271	278	-7
1144	282	274	8
1145	289	278	11
1146	288	277	11
1147	287	275	12
1148	297	271	26
1149	297	284	13
1150	296	278	18
1151	275	272	3
1152	302	270	32
1153	286	263	23
1154	273	264	9
1155	292	277	15
1156	281	276	5
1157	272	286	-14
1158	284	277	7
1159	293	272	21
1160	294	280	14
1161	286	285	1
1162	270	272	-2
1163	271	270	1
1164	295	271	24
1165	300	284	16
1166	284	275	9
1167	284	268	16
1168	300	273	27
1169	278	268	10
1170	289	267	22
1171	280	276	4
1172	276	270	6
1173	273	271	2
1174	284	275	9
1175	274	274	0
1176	283	259	24
1177	273	266	7
1178	282	279	3
1179	271	283	-12
1180	272	274	-2
1181	285	275	10
1182	304	270	34
1183	306	271	35
1184	270	268	2
1185	254	277	-23
1186	284	274	10
1187	298	272	26
1188	289	266	23
1189	282	270	12
1190	297	274	23
1191	298	270	28
1192	282	270	12
1193	273	282	-9
1194	278	284	-6
1195	264	277	-13
1196	275	272	3
1197	278	273	5
1198	286	277	9
1199	288	278	10
1200	297	275	22
1201	305	273	32
1202	288	271	17
1203	277	278	-1
1204	287	270	17
1205	291	278	13
1206	288	271	17
1207	280	263	17
1208	278	262	16
1209	291	269	22
1210	286	261	25
1211	282	276	6
1212	285	278	7
1213	301	275	26
1214	285	268	17
1215	272	274	-2
1216	266	272	-6
1217	292	267	25
1218	292	262	30
1219	287	273	14
1220	300	269	31
1221	293	274	19
1222	311	264	47
1223	312	265	47
1224	304	263	41
1225	301	273	28
1226	297	274	23
1227	297	270	27
1228	297	269	28
1229	303	267	36
1230	292	262	30
1231	269	274	-5
1232	284	277	7
1233	296	271	25
1234	288	272	16
1235	281	283	-2
1236	284	274	10
1237	284	278	6
1238	286	269	17
1239	283	278	5
1240	291	276	15
1241	283	273	10
1242	285	266	19
1243	275	262	13
1244	275	265	10
1245	280	273	7
1246	280	268	12
1247	276	271	5
1248	299	262	37
1249	303	266	37
1250	298	265	33
1251	292	272	20
1252	307	279	28
1253	299	281	18
1254	285	271	14
1255	265	270	-5
1256	261	269	-8
1257	272	269	3
1258	291	271	20
1259	299	276	23
1260	294	275	19
1261	288	284	4
1262	287	274	13
1263	285	270	15
1264	293	273	20
1265	286	282	4
1266	281	267	14
1267	293	263	30
1268	292	266	26
1269	264	268	-4
1270	277	261	16
1271	288	264	24
1272	290	264	26
1273	288	268	20
1274	301	270	31
1275	299	276	23
1276	297	271	26
1277	286	278	8
1278	275	277	-2
1279	268	280	-12
1280	268	276	-8
1281	287	269	18
1282	310	271	39
1283	297	273	24
1284	266	264	2
1285	260	271	-11
1286	290	266	24
1287	276	267	9
1288	267	259	8
1289	250	270	-20
1290	280	268	12
1291	287	276	11
1292	272	277	-5
1293	265	271	-6
1294	287	263	24
1295	286	266	20
1296	278	268	10
1297	279	275	4
1298	276	267	9
1299	278	270	8
1300	294	267	27
1301	306	269	37
1302	301	266	35
1303	267	270	-3
1304	266	265	1
1305	269	281	-12
1306	277	283	-6
1307	289	267	22
1308	294	266	28
1309	286	270	16
1310	281	274	7
1311	270	281	-11
1312	287	267	20
1313	294	262	32
1314	289	260	29
1315	300	272	28
1316	299	267	32
1317	277	260	17
1318	273	264	9
1319	289	273	16
1320	291	271	20
1321	298	273	25
1322	286	270	16
1323	263	266	-3
1324	278	262	16
1325	286	272	14
1326	303	268	35
1327	304	262	42
1328	295	270	25
1329	276	274	2
1330	265	272	-7
1331	257	265	-8
1332	268	267	1
1333	292	277	15
